-78.510846,38.031619
-78.474825,38.07709
-78.508516,38.028028
-78.517847,38.025717
-78.508545,38.027973
-78.508516,38.028028
-78.501257,38.052815
-78.507977,38.033553
-78.508516,38.028028
-78.507977,38.033553
-78.508516,38.028028
-78.507977,38.033553
-78.513558,38.032882
-78.508545,38.027973
-78.492411,38.065186
-78.491488,38.062983
-78.508516,38.028028
-78.507977,38.033553
-78.508516,38.028028
-78.504046,38.032476
-78.502128,38.035785
-78.506173,38.034877
-78.508545,38.027973
-78.501257,38.052815
-78.500689,38.053566
-78.511024,38.029169
-78.507977,38.033553
-78.513558,38.032882
-78.508545,38.027973
-78.508516,38.028028
-78.507977,38.033553
-78.513558,38.032882
-78.508545,38.027973
-78.516256,38.02561
-78.508545,38.027973
-78.501788,38.041214
-78.508545,38.027973
-80.054559,37.241002
-78.508516,38.028028
-78.510846,38.031619
-78.508545,38.027973
-78.507977,38.033553
-78.513688,38.031103
-78.501257,38.052815
-78.508545,38.027973
-78.510846,38.031619
-78.508516,38.028028
-78.507977,38.033553
-78.513688,38.031103
-78.508545,38.027973
-78.508516,38.028028
-78.496939,38.055008
-78.507858,38.028646
-78.507977,38.033553
-78.502128,38.035785
-78.508545,38.027973
-78.501257,38.052815
-78.508545,38.027973
-78.507977,38.033553
-78.513558,38.032882
-78.508545,38.027973
-78.496939,38.055008
-78.508516,38.028028
-78.504586,38.047392
-78.508516,38.028028
-78.507977,38.033553
-78.513688,38.031103
-78.508516,38.028028
-78.507977,38.033553
-78.506847,38.033414
-78.510846,38.031619
-78.507977,38.033553
-78.512808,38.034163
-78.511534,38.033795
-78.508516,38.028028
-78.510846,38.031619
-78.507977,38.033553
-78.510695,38.032088
-78.509706,38.033271
-78.508545,38.027973
-78.507977,38.033553
-78.508516,38.028028
-78.508545,38.027973
-78.501257,38.052815
-78.500689,38.053566
-78.502475,38.050261
-78.508545,38.027973
-78.507977,38.033553
-78.510695,38.032088
-78.508545,38.027973
-78.507977,38.033553
-78.507636,38.039382
-78.501257,38.052815
-78.503676,38.049163
-78.508545,38.027973
-78.508516,38.028028
-78.507977,38.033553
-78.508516,38.028028
-78.504046,38.032476
-78.508545,38.027973
-78.501257,38.052815
-78.507977,38.033553
-78.508545,38.027973
-78.507977,38.033553
-78.513688,38.031103
-78.508516,38.028028
-78.501257,38.052815
-78.500689,38.053566
-78.508545,38.027973
-78.501257,38.052815
-78.504383,38.048614
-78.508516,38.028028
-78.507977,38.033553
-78.513558,38.032882
-78.508516,38.028028
-78.51599,38.025665
-78.507977,38.033553
-78.504539,38.047385
-78.508516,38.028028
-78.508545,38.027973
-78.501257,38.052815
-78.508516,38.028028
-78.501257,38.052815
-78.508516,38.028028
-78.508545,38.027973
-78.496939,38.055008
-78.508516,38.028028
-78.508545,38.027973
-78.507977,38.033553
-78.512808,38.034163
-78.511534,38.033795
-78.508545,38.027973
-78.508516,38.028028
-78.480674,38.030561
-78.508516,38.028028
-78.500453,38.035194
-78.508545,38.027973
-78.496939,38.055008
-78.508516,38.028028
-77.62257,38.792572
-76.563779,39.27991
-77.457889,38.952248
-77.457889,38.952248
-77.45125,38.95249
-76.563779,39.27991
-78.501257,38.052815
-78.508545,38.027973
-78.507977,38.033553
-78.508545,38.027973
-78.507977,38.033553
-78.510846,38.031619
-78.508545,38.027973
-78.508545,38.027973
-78.507977,38.033553
-78.513688,38.031103
-78.508516,38.028028
-78.507977,38.033553
-78.505025,38.032573
-78.508545,38.027973
-78.507977,38.033553
-78.508545,38.027973
-78.508545,38.027973
-78.507977,38.033553
-78.513558,38.032882
-78.508516,38.028028
-78.508545,38.027973
-78.510846,38.031619
-78.508545,38.027973
-78.451771,38.139041
-78.508545,38.027973
-78.497203,38.054595
-78.508545,38.027973
-78.519662,38.025729
-78.484994,38.035141
-78.508545,38.027973
-78.500453,38.035194
-78.494383,38.032188
-78.504539,38.047385
-78.508545,38.027973
-78.507977,38.033553
-78.501257,38.052815
-78.507977,38.033553
-78.508516,38.028028
-78.507977,38.033553
-78.512808,38.034163
-78.508545,38.027973
-78.507977,38.033553
-78.501257,38.052815
-78.500689,38.053566
-78.508516,38.028028
